pick_id,year,resolved,owner,value,error
Miami_Heat_2030_2,2030,True,Oklahoma City Thunder,0.046118408,
San_Antonio_Spurs_2029_2,2029,True,San Antonio Spurs,0.014117879999999998,
Golden_State_Warriors_2028_2,2028,True,Philadelphia 76ers,0.067228,
Philadelphia_76ers_2026_1,2026,True,Oklahoma City Thunder,0.31,
Orlando_Magic_2028_1,2028,True,Portland Trail Blazers,0.19208,
Toronto_Raptors_2027_2,2027,True,Toronto Raptors,0.034300000000000004,
New_York_Knicks_2029_2,2029,True,Detroit Pistons,0.08470728,
Toronto_Raptors_2030_1,2030,True,Toronto Raptors,0.184473632,
Minnesota_Timberwolves_2028_1,2028,True,Minnesota Timberwolves,0.158466,
Philadelphia_76ers_2031_2,2031,True,Philadelphia 76ers,0.040676435856,
Sacramento_Kings_2029_2,2029,True,Houston Rockets,0.051765559999999995,
Atlanta_Hawks_2030_1,2030,True,Atlanta Hawks,0.24903940319999998,
Washington_Wizards_2027_2,2027,True,Washington Wizards,0.0588,
New_York_Knicks_2032_1,2032,True,New York Knicks,0.46728185590575994,
Atlanta_Hawks_2027_2,2027,True,Portland Trail Blazers,0.0392,
Washington_Wizards_2030_1,2030,True,Phoenix Suns,0.16141442799999997,
Sacramento_Kings_2032_1,2032,True,Sacramento Kings,0.33219089282399994,
Oklahoma_City_Thunder_2030_1,2030,True,Oklahoma City Thunder,0.10837825879999997,
Los_Angeles_Clippers_2028_1,2028,True,Philadelphia 76ers,0.41297199999999995,
Brooklyn_Nets_2031_2,2031,True,Brooklyn Nets,0.06779405976,
Oklahoma_City_Thunder_2027_2,2027,True,New York Knicks,0.0196,
Denver_Nuggets_2032_1,2032,True,Brooklyn Nets,0.49607173328384,
Los_Angeles_Lakers_2029_1,2029,True,Dallas Mavericks,0.21647416,
Brooklyn_Nets_2026_1,2026,True,Brooklyn Nets,0.4775,
Phoenix_Suns_2026_2,2026,True,Washington Wizards,0.0525,
Los_Angeles_Lakers_2032_2,2032,True,Los Angeles Lakers,0.019931453569439997,
Denver_Nuggets_2029_2,2029,False,,,unprocessed
Phoenix_Suns_2031_1,2031,True,Utah Jazz,0.43162218047199996,
Milwaukee_Bucks_2028_2,2028,True,Oklahoma City Thunder,0.08403499999999998,
Dallas_Mavericks_2026_1,2026,True,Dallas Mavericks,0.6675,
Dallas_Mavericks_2031_2,2031,True,Detroit Pistons,0.020338217928,
Indiana_Pacers_2029_2,2029,True,Portland Trail Blazers,0.0705894,
Chicago_Bulls_2028_1,2028,True,Chicago Bulls,0.4585909999999999,
Cleveland_Cavaliers_2032_2,2032,True,Cleveland Cavaliers,0.02878987737808,
Boston_Celtics_2030_1,2030,True,Boston Celtics,0.9223681599999999,
Detroit_Pistons_2030_2,2030,True,Detroit Pistons,0.07378945279999999,
New_Orleans_Pelicans_2028_2,2028,True,San Antonio Spurs,0.064827,
Detroit_Pistons_2027_1,2027,True,Detroit Pistons,0.11514999999999999,
Boston_Celtics_2027_2,2027,True,Utah Jazz,0.0245,
Indiana_Pacers_2032_1,2032,True,Indiana Pacers,0.23917744283328,
Cleveland_Cavaliers_2029_1,2029,True,Cleveland Cavaliers,0.24235694,
