pick_id,year,round,original_team,pick_type,rules,EV,value_std,min_value,max_value,p10,p25,p50,p75,p90,expected_draft_slot,resolution_rate,owner_1,owner_2,owner_3,ownership_prob_1,ownership_prob_2,ownership_prob_3
Minnesota_Timberwolves_2026_2,2026,2,Minnesota Timberwolves,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""Boston Celtics"", ""New York Knicks"", ""Washington Wizards""], ""levels"": [{""description"": ""MF of MIN and NYK"", ""pool"": [""Minnesota_Timberwolves_2026_2"", ""New_York_Knicks_2026_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""TEMP_MIN_NYK_MF""}, {""rank"": ""lf"", ""to"": ""New York Knicks""}]}, {""description"": ""MF of NOP and POR"", ""pool"": [""New_Orleans_Pelicans_2026_2"", ""Portland_Trail_Blazers_2026_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""TEMP_NOP_POR_MF""}, {""rank"": ""lf"", ""to"": ""San Antonio Spurs""}]}, {""description"": ""Best of all four to BOS"", ""pool"": [""TEMP_MIN_NYK_MF"", ""TEMP_NOP_POR_MF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Boston Celtics""}, {""rank"": ""lf"", ""to"": ""Washington Wizards""}]}]}",0.0375,0.0,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,49.0,1.0,New York Knicks,,,1.0,,
Washington_Wizards_2029_1,2029,1,Washington Wizards,unprotected,"{""type"": ""unprotected"", ""owner"": ""Washington Wizards""}",0.39614825,0.19664334213834495,0.13,1.0,0.1875,0.245,0.35,0.5,0.6675,13.4418,1.0,Washington Wizards,,,1.0,,
Toronto_Raptors_2032_2,2032,2,Toronto Raptors,unprotected,"{""type"": ""unprotected"", ""owner"": ""Toronto Raptors""}",0.0476485,0.022525872663315977,0.0125,0.09,0.0175,0.0275,0.0475,0.0675,0.08,45.5543,1.0,Toronto Raptors,,,1.0,,
Atlanta_Hawks_2029_1,2029,1,Atlanta Hawks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Atlanta Hawks""}",0.28880700000000004,0.1513930562699248,0.1175,1.0,0.1425,0.175,0.245,0.35,0.4575,18.5143,1.0,Atlanta Hawks,,,1.0,,
Los_Angeles_Lakers_2030_1,2030,1,Los Angeles Lakers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Los Angeles Lakers""}",0.251254,0.1421545489091979,0.1175,1.0,0.1175,0.1425,0.215,0.31,0.43,20.844,1.0,Los Angeles Lakers,,,1.0,,
Los_Angeles_Clippers_2031_1,2031,1,Los Angeles Clippers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Los Angeles Clippers""}",0.40356975,0.2137700920970119,0.1175,1.0,0.175,0.23,0.35,0.5275,0.6675,13.5205,1.0,Los Angeles Clippers,,,1.0,,
Oklahoma_City_Thunder_2029_1,2029,1,Oklahoma City Thunder,unprotected,"{""type"": ""unprotected"", ""owner"": ""Oklahoma City Thunder""}",0.18927249999999998,0.06995583517932985,0.1175,1.0,0.1175,0.13,0.165,0.23,0.295,24.325,1.0,Oklahoma City Thunder,,,1.0,,
Brooklyn_Nets_2028_2,2028,2,Brooklyn Nets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.075561,0.009531034207330605,0.05,0.09,0.0625,0.07,0.075,0.0825,0.09,35.2455,1.0,Brooklyn Nets,,,1.0,,
Los_Angeles_Lakers_2027_2,2027,2,Los Angeles Lakers,conditional_trigger,"{""type"": ""conditional_trigger"", ""triggers"": [{""pick_id"": ""Los_Angeles_Lakers_2027_1"", ""condition"": {""range"": [1, 4]}}], ""trigger_logic"": ""ALL"", ""if_triggered_to"": ""Utah Jazz"", ""if_not_triggered_to"": ""Brooklyn Nets""}",,,,,,,,,,,0.0,,,,,,
Portland_Trail_Blazers_2031_1,2031,1,Portland Trail Blazers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Portland Trail Blazers""}",0.379276,0.21080018559248198,0.1175,1.0,0.155,0.215,0.33,0.5,0.6675,14.6697,1.0,Portland Trail Blazers,,,1.0,,
Denver_Nuggets_2030_2,2030,2,Denver Nuggets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Oklahoma City Thunder""}",0.045712,0.022170948583588156,0.0125,0.09,0.0175,0.025,0.0425,0.0625,0.08,46.3092,1.0,Oklahoma City Thunder,,,1.0,,
Phoenix_Suns_2028_1,2028,1,Phoenix Suns,nested_swap,"{""type"": ""nested_swap"", ""note"": ""rules not yet entered""}",,,,,,,,,,,0.0,,,,,,
Portland_Trail_Blazers_2026_2,2026,2,Portland Trail Blazers,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""Boston Celtics"", ""San Antonio Spurs"", ""Washington Wizards""], ""levels"": [{""description"": ""MF of MIN and NYK"", ""pool"": [""Minnesota_Timberwolves_2026_2"", ""New_York_Knicks_2026_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""TEMP_MIN_NYK_MF""}, {""rank"": ""lf"", ""to"": ""New York Knicks""}]}, {""description"": ""MF of NOP and POR"", ""pool"": [""New_Orleans_Pelicans_2026_2"", ""Portland_Trail_Blazers_2026_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""TEMP_NOP_POR_MF""}, {""rank"": ""lf"", ""to"": ""San Antonio Spurs""}]}, {""description"": ""Best of all four to BOS"", ""pool"": [""TEMP_MIN_NYK_MF"", ""TEMP_NOP_POR_MF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Boston Celtics""}, {""rank"": ""lf"", ""to"": ""Washington Wizards""}]}]}",0.06606925,0.009486837167646764,0.055,0.09,0.06,0.06,0.0625,0.0625,0.0825,38.058,1.0,Washington Wizards,San Antonio Spurs,,0.8445,0.1555,
Oklahoma_City_Thunder_2032_2,2032,2,Oklahoma City Thunder,unprotected,"{""type"": ""unprotected"", ""owner"": ""Oklahoma City Thunder""}",0.047773750000000004,0.022776496939142785,0.0125,0.09,0.02,0.0275,0.045,0.0675,0.0825,45.5234,1.0,Oklahoma City Thunder,,,1.0,,
Dallas_Mavericks_2028_2,2028,2,Dallas Mavericks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Indiana Pacers""}",0.046377249999999995,0.013149756615519754,0.02,0.09,0.03,0.0375,0.045,0.055,0.06,45.57,1.0,Indiana Pacers,,,1.0,,
Milwaukee_Bucks_2026_1,2026,1,Milwaukee Bucks,swap,"{""type"": ""swap"", ""possible_destinations"": [""Milwaukee Bucks"", ""Atlanta Hawks""], ""pool"": [""Milwaukee_Bucks_2026_1"", ""New_Orleans_Pelicans_2026_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Atlanta Hawks""}, {""rank"": ""lf"", ""to"": ""Milwaukee Bucks""}]}",0.4006815,0.10568670103483956,0.33,1.0,0.375,0.375,0.375,0.375,0.375,11.3766,1.0,Milwaukee Bucks,Atlanta Hawks,,0.942,0.058,
Chicago_Bulls_2031_1,2031,1,Chicago Bulls,unprotected,"{""type"": ""unprotected"", ""owner"": ""Chicago Bulls""}",0.363325,0.2045117677086411,0.1175,1.0,0.155,0.2,0.31,0.4775,0.6675,15.3528,1.0,Chicago Bulls,,,1.0,,
Indiana_Pacers_2030_2,2030,2,Indiana Pacers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Indiana Pacers""}",0.04414275,0.021985428887011424,0.0125,0.09,0.0175,0.0225,0.0425,0.06,0.08,46.9194,1.0,Indiana Pacers,,,1.0,,
Milwaukee_Bucks_2031_2,2031,2,Milwaukee Bucks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Charlotte Hornets""}",0.052126750000000006,0.022187536774421604,0.0125,0.09,0.0225,0.0325,0.05,0.0725,0.0825,43.8306,1.0,Charlotte Hornets,,,1.0,,
Boston_Celtics_2032_2,2032,2,Boston Celtics,unprotected,"{""type"": ""unprotected"", ""owner"": ""Boston Celtics""}",0.04773225,0.022791635105901854,0.0125,0.09,0.0175,0.0275,0.045,0.0675,0.0825,45.5434,1.0,Boston Celtics,,,1.0,,
Detroit_Pistons_2032_1,2032,1,Detroit Pistons,unprotected,"{""type"": ""unprotected"", ""owner"": ""Detroit Pistons""}",0.36117024999999997,0.20607133517172033,0.1175,1.0,0.155,0.2,0.295,0.4775,0.6675,15.5027,1.0,Detroit Pistons,,,1.0,,
Indiana_Pacers_2027_1,2027,1,Indiana Pacers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Indiana Pacers""}",0.2150105,0.02432257795814114,0.155,0.2825,0.1875,0.2,0.215,0.23,0.245,22.039,1.0,Indiana Pacers,,,1.0,,
Chicago_Bulls_2026_2,2026,2,Chicago Bulls,unprotected,"{""type"": ""unprotected"", ""owner"": ""Houston Rockets""}",0.06998475,0.009424928401056234,0.0575,0.09,0.0625,0.0625,0.0675,0.08,0.0875,37.0094,1.0,Houston Rockets,,,1.0,,
Cleveland_Cavaliers_2030_1,2030,1,Cleveland Cavaliers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Cleveland Cavaliers""}",0.32436950000000003,0.1896807030160413,0.1175,1.0,0.1425,0.175,0.27,0.43,0.56,17.1904,1.0,Cleveland Cavaliers,,,1.0,,
New_Orleans_Pelicans_2026_1,2026,1,New Orleans Pelicans,swap,"{""type"": ""swap"", ""possible_destinations"": [""Milwaukee Bucks"", ""Atlanta Hawks""], ""pool"": [""Milwaukee_Bucks_2026_1"", ""New_Orleans_Pelicans_2026_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Atlanta Hawks""}, {""rank"": ""lf"", ""to"": ""Milwaukee Bucks""}]}",0.63914475,0.16175400492182052,0.4775,1.0,0.5,0.5275,0.56,0.6675,1.0,4.4226,1.0,Atlanta Hawks,Milwaukee Bucks,,0.942,0.058,
Boston_Celtics_2029_1,2029,1,Boston Celtics,swap,"{""type"": ""swap"", ""possible_destinations"": [""Portland Trail Blazers"", ""Washington Wizards""], ""pool"": [""Portland_Trail_Blazers_2029_1"", ""Boston_Celtics_2029_1"", ""Milwaukee_Bucks_2029_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Portland Trail Blazers""}, {""rank"": ""mid"", ""to"": ""Washington Wizards""}, {""rank"": ""lf"", ""to"": ""Portland Trail Blazers""}]}",0.27518525,0.14520937429682665,0.1175,1.0,0.1425,0.165,0.245,0.35,0.4575,19.2702,1.0,Portland Trail Blazers,Washington Wizards,,0.7242,0.2758,
Detroit_Pistons_2029_2,2029,2,Detroit Pistons,swap,"{""type"": ""swap"", ""possible_destinations"": [""Detroit Pistons"", ""Sacramento Kings""], ""pool"": [""Detroit_Pistons_2029_2"", ""Milwaukee_Bucks_2029_2"", ""New_York_Knicks_2029_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Detroit Pistons""}, {""rank"": ""mid"", ""to"": ""Detroit Pistons""}, {""rank"": ""lf"", ""to"": ""Sacramento Kings""}]}",0.02998075,0.014544377206616063,0.0125,0.09,0.015,0.0175,0.025,0.04,0.05,52.4327,1.0,Detroit Pistons,Sacramento Kings,,0.9837,0.0163,
New_Orleans_Pelicans_2031_2,2031,2,New Orleans Pelicans,swap,"{""type"": ""swap"", ""possible_destinations"": [""Orlando Magic"", ""Oklahoma City Thunder""], ""pool"": [""New_Orleans_Pelicans_2031_2"", ""Orlando_Magic_2031_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Orlando Magic""}, {""rank"": ""lf"", ""to"": ""Oklahoma City Thunder""}]}",0.047345,0.022807657572061036,0.0125,0.09,0.0175,0.0275,0.045,0.0675,0.08,45.6963,1.0,Oklahoma City Thunder,Orlando Magic,,0.5058,0.4942,
Cleveland_Cavaliers_2027_2,2027,2,Cleveland Cavaliers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Minnesota Timberwolves""}",0.0234275,0.003377259886125713,0.0125,0.035,0.02,0.0225,0.0225,0.025,0.0275,55.0312,1.0,Minnesota Timberwolves,,,1.0,,
Minnesota_Timberwolves_2027_1,2027,1,Minnesota Timberwolves,swap,"{""type"": ""swap"", ""possible_destinations"": [""Utah Jazz"", ""Phoenix Suns""], ""pool"": [""Minnesota_Timberwolves_2027_1"", ""Cleveland_Cavaliers_2027_1"", ""Utah_Jazz_2027_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Utah Jazz""}, {""rank"": ""mid"", ""to"": ""Utah Jazz""}, {""rank"": ""lf"", ""to"": ""Phoenix Suns""}]}",0.27041275,0.023677152979081312,0.2,0.775,0.245,0.2575,0.27,0.2825,0.295,17.9777,1.0,Utah Jazz,,,1.0,,
Orlando_Magic_2030_2,2030,2,Orlando Magic,swap,"{""type"": ""swap"", ""possible_destinations"": [""Orlando Magic"", ""New Orleans Pelicans""], ""pool"": [""Orlando_Magic_2030_2"", ""New_Orleans_Pelicans_2030_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Orlando Magic""}, {""rank"": ""lf"", ""to"": ""New Orleans Pelicans""}]}",0.0400805,0.021257791727291732,0.0125,0.09,0.015,0.0225,0.0375,0.055,0.07,48.498,1.0,Orlando Magic,New Orleans Pelicans,,0.6278,0.3722,
Sacramento_Kings_2026_2,2026,2,Sacramento Kings,unprotected,"{""type"": ""unprotected"", ""owner"": ""Sacramento Kings""}",0.07659375,0.007663726848500057,0.0625,0.09,0.07,0.07,0.0725,0.0825,0.09,34.9771,1.0,Sacramento Kings,,,1.0,,
New_York_Knicks_2026_2,2026,2,New York Knicks,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""Boston Celtics"", ""New York Knicks"", ""Washington Wizards""], ""levels"": [{""description"": ""MF of MIN and NYK"", ""pool"": [""Minnesota_Timberwolves_2026_2"", ""New_York_Knicks_2026_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""TEMP_MIN_NYK_MF""}, {""rank"": ""lf"", ""to"": ""New York Knicks""}]}, {""description"": ""MF of NOP and POR"", ""pool"": [""New_Orleans_Pelicans_2026_2"", ""Portland_Trail_Blazers_2026_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""TEMP_NOP_POR_MF""}, {""rank"": ""lf"", ""to"": ""San Antonio Spurs""}]}, {""description"": ""Best of all four to BOS"", ""pool"": [""TEMP_MIN_NYK_MF"", ""TEMP_NOP_POR_MF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Boston Celtics""}, {""rank"": ""lf"", ""to"": ""Washington Wizards""}]}]}",0.02,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,57.0,1.0,Boston Celtics,,,1.0,,
Philadelphia_76ers_2029_1,2029,1,Philadelphia 76ers,protected_swap,"{""type"": ""protected_swap"", ""possible_destinations"": [""Los Angeles Clippers"", ""Philadelphia 76ers""], ""pool"": [""Philadelphia_76ers_2029_1"", {""pick"": ""Los_Angeles_Clippers_2029_1"", ""condition"": {""range"": [4, 30]}}], ""allocation"": [{""rank"": ""mf"", ""to"": ""Philadelphia 76ers""}, {""rank"": ""lf"", ""to"": ""Los Angeles Clippers""}]}",0.363034,0.1874188222284318,0.1175,1.0,0.175,0.215,0.31,0.4575,0.6025,14.9287,1.0,Los Angeles Clippers,Philadelphia 76ers,,0.5045,0.4955,
Orlando_Magic_2027_1,2027,1,Orlando Magic,unprotected,"{""type"": ""unprotected"", ""owner"": ""Orlando Magic""}",0.2852455,0.03509674711302731,0.215,1.0,0.2575,0.27,0.2825,0.295,0.31,16.9405,1.0,Orlando Magic,,,1.0,,
Sacramento_Kings_2031_1,2031,1,Sacramento Kings,swap,"{""type"": ""swap"", ""possible_destinations"": [""Sacramento Kings"", ""San Antonio Spurs""], ""pool"": [""Sacramento_Kings_2031_1"", ""San_Antonio_Spurs_2031_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""San Antonio Spurs""}, {""rank"": ""lf"", ""to"": ""Sacramento Kings""}]}",0.382629,0.20894029401636802,0.1175,1.0,0.165,0.215,0.33,0.5,0.6675,14.4411,1.0,San Antonio Spurs,Sacramento Kings,,0.6041,0.3959,
Minnesota_Timberwolves_2030_2,2030,2,Minnesota Timberwolves,unprotected,"{""type"": ""unprotected"", ""owner"": ""Detroit Pistons""}",0.03368,0.018687195378844633,0.0125,0.09,0.0125,0.0175,0.03,0.0475,0.06,51.006,1.0,Detroit Pistons,,,1.0,,
Toronto_Raptors_2028_2,2028,2,Toronto Raptors,unprotected,"{""type"": ""unprotected"", ""owner"": ""Toronto Raptors""}",0.0374525,0.011368846415396872,0.015,0.09,0.0225,0.0275,0.0375,0.045,0.0525,49.1085,1.0,Toronto Raptors,,,1.0,,
New_York_Knicks_2031_1,2031,1,New York Knicks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.3938585,0.2145132043004157,0.1175,1.0,0.165,0.23,0.33,0.5275,0.6675,14.0077,1.0,Brooklyn Nets,,,1.0,,
Atlanta_Hawks_2028_2,2028,2,Atlanta Hawks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.03353325,0.01050293057163378,0.0125,0.09,0.0225,0.025,0.0325,0.0425,0.0475,50.7577,1.0,Brooklyn Nets,,,1.0,,
Philadelphia_76ers_2032_2,2032,2,Philadelphia 76ers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Philadelphia 76ers""}",0.047589,0.022593458686919685,0.0125,0.09,0.02,0.0275,0.045,0.0675,0.08,45.585,1.0,Philadelphia 76ers,,,1.0,,
Washington_Wizards_2028_2,2028,2,Washington Wizards,swap,"{""type"": ""swap"", ""possible_destinations"": [""Orlando Magic"", ""Washington Wizards""], ""pool"": [""Washington_Wizards_2028_2"", ""Los_Angeles_Lakers_2028_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Orlando Magic""}, {""rank"": ""lf"", ""to"": ""Washington Wizards""}]}",0.0597195,0.014288473879269962,0.03,0.09,0.0425,0.0475,0.0575,0.07,0.0825,40.6794,1.0,Washington Wizards,Orlando Magic,,0.9989,0.0011,
Charlotte_Hornets_2027_1,2027,1,Charlotte Hornets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Charlotte Hornets""}",0.5351162500000001,0.15453201974170286,0.35,1.0,0.43,0.43,0.4775,0.6025,0.775,7.2089,1.0,Charlotte Hornets,,,1.0,,
Utah_Jazz_2032_2,2032,2,Utah Jazz,unprotected,"{""type"": ""unprotected"", ""owner"": ""Washington Wizards""}",0.0480315,0.02267813236399224,0.0125,0.09,0.02,0.0275,0.0475,0.0675,0.08,45.4209,1.0,Washington Wizards,,,1.0,,
Charlotte_Hornets_2030_2,2030,2,Charlotte Hornets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Charlotte Hornets""}",0.04753325,0.022241520585636564,0.0125,0.09,0.02,0.0275,0.045,0.0675,0.08,45.5998,1.0,Charlotte Hornets,,,1.0,,
San_Antonio_Spurs_2026_2,2026,2,San Antonio Spurs,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""San Antonio Spurs"", ""Minnesota Timberwolves""], ""levels"": [{""description"": ""Sub-swap (i): less favorable of IND and MIA"", ""pool"": [""Indiana_Pacers_2026_2"", ""Miami_Heat_2026_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""TEMP_I_MF""}, {""rank"": ""lf"", ""to"": ""TEMP_I_LF""}]}, {""description"": ""More favorable of SAS and (lf of IND and MIA)"", ""pool"": [""San_Antonio_Spurs_2026_2"", ""TEMP_I_LF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""San Antonio Spurs""}, {""rank"": ""lf"", ""to"": ""Minnesota Timberwolves""}]}]}",,,,,,,,,,,0.0,,,,,,
Golden_State_Warriors_2027_2,2027,2,Golden State Warriors,swap,"{""type"": ""swap"", ""possible_destinations"": [""Philadelphia 76ers"", ""Washington Wizards""], ""pool"": [""Golden_State_Warriors_2027_2"", ""Phoenix_Suns_2027_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Philadelphia 76ers""}, {""rank"": ""lf"", ""to"": ""Washington Wizards""}]}",0.0509485,0.0073711960497005015,0.0375,0.09,0.045,0.0475,0.05,0.0525,0.055,43.696,1.0,Philadelphia 76ers,Washington Wizards,,0.6232,0.3768,
Memphis_Grizzlies_2027_2,2027,2,Memphis Grizzlies,unprotected,"{""type"": ""unprotected"", ""owner"": ""Houston Rockets""}",0.07180349999999999,0.009912225429806189,0.0525,0.09,0.06,0.0625,0.07,0.08,0.0875,36.4515,1.0,Houston Rockets,,,1.0,,
Houston_Rockets_2031_2,2031,2,Houston Rockets,protected_swap,"{""type"": ""protected_swap"", ""possible_destinations"": [""Houston Rockets"", ""Atlanta Hawks"", ""Boston Celtics""], ""pool"": [""Atlanta_Hawks_2031_2"", {""pick"": ""Houston_Rockets_2031_2"", ""condition"": {""range"": [31, 55]}}], ""if_protected_to"": ""Boston Celtics"", ""allocation"": [{""rank"": ""mf"", ""to"": ""Atlanta Hawks""}, {""rank"": ""lf"", ""to"": ""Houston Rockets""}]}",0.0450185,0.022538144434390662,0.0125,0.09,0.015,0.025,0.0425,0.0625,0.08,46.5852,1.0,Atlanta Hawks,Houston Rockets,,0.5069,0.4931,
Golden_State_Warriors_2030_1,2030,1,Golden State Warriors,protected,"{""type"": ""protected"", ""protection_range"": [1, 20], ""if_protected_to"": ""Golden State Warriors"", ""fallback_pick"": ""Golden_State_Warriors_2030_2"", ""if_not_protected_to"": ""Washington Wizards""}",0.44098175,0.21420858485065417,0.1175,1.0,0.2,0.27,0.4,0.56,0.775,11.7827,1.0,Golden State Warriors,Washington Wizards,,0.8242,0.1758,
San_Antonio_Spurs_2031_1,2031,1,San Antonio Spurs,swap,"{""type"": ""swap"", ""possible_destinations"": [""Sacramento Kings"", ""San Antonio Spurs""], ""pool"": [""Sacramento_Kings_2031_1"", ""San_Antonio_Spurs_2031_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""San Antonio Spurs""}, {""rank"": ""lf"", ""to"": ""Sacramento Kings""}]}",0.32248499999999997,0.19182713126622397,0.1175,1.0,0.13,0.175,0.27,0.43,0.56,17.3533,1.0,Sacramento Kings,San Antonio Spurs,,0.6041,0.3959,
Miami_Heat_2028_1,2028,1,Miami Heat,protection_backup,"{""type"": ""protection_backup"", ""triggers"": [{""pick_id"": ""Miami_Heat_2027_1"", ""condition"": {""range"": [1, 14]}}], ""trigger_logic"": ""ALL"", ""if_triggered_to"": ""Charlotte Hornets"", ""if_not_triggered_to"": ""Miami Heat""}",0.30272725,0.10773772423881951,0.155,1.0,0.2,0.23,0.2825,0.35,0.4,16.7257,1.0,Miami Heat,Charlotte Hornets,,0.6645,0.3355,
Houston_Rockets_2026_1,2026,1,Houston Rockets,protected_swap,"{""type"": ""protected_swap"", ""possible_destinations"": [""Houston Rockets"", ""Oklahoma City Thunder"", ""Washington Wizards""], ""pool"": [""Los_Angeles_Clippers_2026_1"", ""Oklahoma_City_Thunder_2026_1"", {""pick"": ""Houston_Rockets_2026_1"", ""condition"": {""range"": [5, 30]}}], ""fallback_pick"": ""Houston_Rockets_2026_2"", ""allocation"": [{""rank"": ""mf"", ""to"": ""Oklahoma City Thunder""}, {""rank"": ""mid"", ""to"": ""Oklahoma City Thunder""}, {""rank"": ""lf"", ""to"": ""Washington Wizards""}]}",0.13,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,29.0,1.0,Houston Rockets,,,1.0,,
Memphis_Grizzlies_2030_1,2030,1,Memphis Grizzlies,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""Washington Wizards"", ""Phoenix Suns"", ""Memphis Grizzlies""], ""levels"": [{""description"": ""Sub-swap (i): PHX and WAS"", ""pool"": [""Washington_Wizards_2030_1"", ""Phoenix_Suns_2030_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Washington Wizards""}, {""rank"": ""lf"", ""to"": ""TEMP_I_LF""}]}, {""description"": ""Sub-swap (ii): MEM and (lf of PHX and WAS)"", ""pool"": [""Memphis_Grizzlies_2030_1"", ""TEMP_I_LF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Memphis Grizzlies""}, {""rank"": ""lf"", ""to"": ""Phoenix Suns""}]}]}",0.45543649999999997,0.21197703683221003,0.1425,1.0,0.215,0.2825,0.43,0.56,0.775,11.0979,1.0,Memphis Grizzlies,Phoenix Suns,,0.7589,0.2411,
Utah_Jazz_2029_1,2029,1,Utah Jazz,swap,"{""type"": ""swap"", ""possible_destinations"": [""Utah Jazz"", ""Charlotte Hornets""], ""pool"": [""Utah_Jazz_2029_1"", ""Cleveland_Cavaliers_2029_1"", {""pick"": ""Minnesota_Timberwolves_2029_1"", ""condition"": {""range"": [6, 30]}}], ""allocation"": [{""rank"": ""mf"", ""to"": ""Utah Jazz""}, {""rank"": ""mid"", ""to"": ""Utah Jazz""}, {""rank"": ""lf"", ""to"": ""Charlotte Hornets""}]}",0.45521515060542384,0.20312904240633584,0.155,1.0,0.23,0.2825,0.43,0.56,0.775,10.899829880916641,0.9993,Utah Jazz,Charlotte Hornets,,0.9577,0.0416,
Chicago_Bulls_2027_1,2027,1,Chicago Bulls,unprotected,"{""type"": ""unprotected"", ""owner"": ""Chicago Bulls""}",0.5885315,0.1597999127313935,0.375,1.0,0.4575,0.4775,0.5275,0.6675,0.775,5.6843,1.0,Chicago Bulls,,,1.0,,
Milwaukee_Bucks_2030_1,2030,1,Milwaukee Bucks,swap,"{""type"": ""swap"", ""possible_destinations"": [""Milwaukee Bucks"", ""Portland Trail Blazers""], ""pool"": [""Milwaukee_Bucks_2030_1"", ""Portland_Trail_Blazers_2030_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Portland Trail Blazers""}, {""rank"": ""lf"", ""to"": ""Milwaukee Bucks""}]}",0.468528,0.21266199878815456,0.1425,1.0,0.23,0.2825,0.4575,0.56,0.775,10.582,1.0,Portland Trail Blazers,Milwaukee Bucks,,0.6402,0.3598,
Chicago_Bulls_2030_2,2030,2,Chicago Bulls,unprotected,"{""type"": ""unprotected"", ""owner"": ""Chicago Bulls""}",0.052067999999999996,0.021815383725635174,0.0125,0.09,0.0225,0.0325,0.05,0.07,0.0825,43.8307,1.0,Chicago Bulls,,,1.0,,
Indiana_Pacers_2031_1,2031,1,Indiana Pacers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Indiana Pacers""}",0.34229325,0.19748998229973216,0.1175,1.0,0.1425,0.1875,0.295,0.4575,0.6025,16.3436,1.0,Indiana Pacers,,,1.0,,
Milwaukee_Bucks_2027_2,2027,2,Milwaukee Bucks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Detroit Pistons""}",0.0774705,0.007774408266382014,0.0575,0.09,0.0675,0.07,0.075,0.0825,0.09,34.6776,1.0,Detroit Pistons,,,1.0,,
Dallas_Mavericks_2029_1,2029,1,Dallas Mavericks,swap,"{""type"": ""swap"", ""possible_destinations"": [""Houston Rockets"", ""Brooklyn Nets""], ""pool"": [""Dallas_Mavericks_2029_1"", ""Houston_Rockets_2029_1"", ""Phoenix_Suns_2029_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Houston Rockets""}, {""rank"": ""mid"", ""to"": ""Houston Rockets""}, {""rank"": ""lf"", ""to"": ""Brooklyn Nets""}]}",0.3500705,0.18252322866597115,0.1175,1.0,0.165,0.215,0.295,0.4575,0.6025,15.5382,1.0,Houston Rockets,Brooklyn Nets,,0.7837,0.2163,
New_Orleans_Pelicans_2030_1,2030,1,New Orleans Pelicans,unprotected,"{""type"": ""unprotected"", ""owner"": ""New Orleans Pelicans""}",0.37382275,0.20406744671730104,0.1175,1.0,0.165,0.215,0.31,0.4775,0.6675,14.7845,1.0,New Orleans Pelicans,,,1.0,,
