pick_id,owner,implied_value
San_Antonio_Spurs_2029_1,San Antonio Spurs,0.18182825
San_Antonio_Spurs_2029_2,San Antonio Spurs,0.07339175
San_Antonio_Spurs_2030_2,San Antonio Spurs,0.05968
San_Antonio_Spurs_2031_1,Sacramento Kings,0.23258480051687933
San_Antonio_Spurs_2031_1,San Antonio Spurs,0.4590561827251247
San_Antonio_Spurs_2031_2,San Antonio Spurs,0.053179250000000004
San_Antonio_Spurs_2032_1,San Antonio Spurs,0.362088
San_Antonio_Spurs_2032_2,San Antonio Spurs,0.04779525
Toronto_Raptors_2026_1,Toronto Raptors,0.31
Toronto_Raptors_2026_2,Toronto Raptors,0.045
Toronto_Raptors_2027_1,Toronto Raptors,0.22995825
Toronto_Raptors_2027_2,Toronto Raptors,0.06043975
Toronto_Raptors_2028_1,Toronto Raptors,0.2604155
Toronto_Raptors_2028_2,Toronto Raptors,0.05596925
Toronto_Raptors_2029_1,Toronto Raptors,0.337687
Toronto_Raptors_2029_2,Toronto Raptors,0.049022500000000004
Toronto_Raptors_2030_1,Toronto Raptors,0.3635435
Toronto_Raptors_2030_2,Toronto Raptors,0.047061
Toronto_Raptors_2031_1,Toronto Raptors,0.366646
Toronto_Raptors_2031_2,New Orleans Pelicans,0.046855
Toronto_Raptors_2032_1,Toronto Raptors,0.36288975
Toronto_Raptors_2032_2,Toronto Raptors,0.047432499999999995
Utah_Jazz_2026_1,Utah Jazz,0.6568575
Utah_Jazz_2026_2,Milwaukee Bucks,0.017501865950141814
Utah_Jazz_2026_2,San Antonio Spurs,0.0230354438049076
Utah_Jazz_2027_1,Utah Jazz,0.61266925
Utah_Jazz_2027_2,Indiana Pacers,0.02143675
Utah_Jazz_2028_1,Atlanta Hawks,0.37991438356164386
Utah_Jazz_2028_1,Utah Jazz,0.5368533083011975
Utah_Jazz_2028_2,Oklahoma City Thunder,0.026978000000000002
Utah_Jazz_2029_1,Charlotte Hornets,0.23015066964285716
Utah_Jazz_2029_1,Utah Jazz,0.466506809848088
Utah_Jazz_2029_2,Utah Jazz,0.03545125
Utah_Jazz_2030_1,Utah Jazz,0.3901345
Utah_Jazz_2030_2,Charlotte Hornets,0.053674146649810364
Utah_Jazz_2030_2,Utah Jazz,0.026792619825708065
Utah_Jazz_2031_1,Utah Jazz,0.362159
Utah_Jazz_2031_2,Utah Jazz,0.04762475
Utah_Jazz_2032_1,Utah Jazz,0.36080925
Utah_Jazz_2032_2,Washington Wizards,0.04808225
Washington_Wizards_2026_1,Memphis Grizzlies,0.5818798449612403
Washington_Wizards_2026_1,Washington Wizards,0.6717356704462707
Washington_Wizards_2026_2,New York Knicks,0.01917725
Washington_Wizards_2027_1,Washington Wizards,0.50283325
Washington_Wizards_2027_2,New York Knicks,0.021235167886897246
Washington_Wizards_2027_2,Washington Wizards,0.03321245239278026
Washington_Wizards_2028_2,Orlando Magic,0.05357142857142857
Washington_Wizards_2028_2,Washington Wizards,0.03437762868015221
Washington_Wizards_2029_1,Washington Wizards,0.39093375
Washington_Wizards_2029_2,Indiana Pacers,0.05991064257028113
Washington_Wizards_2029_2,Portland Trail Blazers,0.036610852197070574
Washington_Wizards_2030_1,Memphis Grizzlies,0.3903831845238095
Washington_Wizards_2030_1,Phoenix Suns,0.2281740947075209
Washington_Wizards_2030_1,Washington Wizards,0.523504280036686
Washington_Wizards_2030_2,Philadelphia 76ers,0.04924
Washington_Wizards_2031_1,Washington Wizards,0.3464025
Washington_Wizards_2031_2,Washington Wizards,0.049750749999999996
Washington_Wizards_2032_1,Washington Wizards,0.3607535
Washington_Wizards_2032_2,Washington Wizards,0.0477925
